รหัสโรงเรียน,ชื่อโรงเรียน,ระดับชั้น,ที่อยู่,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,โทร,แฟกซ์,เขต,ประเภท 1
10100060,อนุบาลวัชรพล,อ1-อ3,89/699 หมู่ที่ 6 ซอยวัชรพล,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10220,02-5198857-8,,1002,1
10100061,อนุบาลโชคชัยชัยพฤกษ์,ตอ-อ3,5/293 ซอยวัชรพล,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10220,02-9454410,02-9454411,1002,1
10100064,อนุบาลนิเวศน์วารินทร์,อ1-อ3,3/920 ซอย 50,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5211520,02-5212967,1002,1
10100065,นิเวศน์วารินทร์,ป1-ป6,3/1742 ซอย 50,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5211520,02-5212967,1002,1
10100066,อนุบาลจารุวรรณ,อ1-อ3,222 หมู่ที่ 4 ซอยวัชรพล,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10220,02-5198647,02-9480771,1002,1
10100067,อนุบาลสุภมงคล,อ1-อ3,3/1356 ซอย 48(สายหยุดอุทิศ),พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-9713588,02-5514191,1002,1
10100068,พิทยพัฒน์ศึกษา,อ1-ป6,129 ซ.ประชาร่วมใจ 48,,ทรายกองดินใต้,เขตคลองสามวา,กรุงเทพมหานคร,10510,,,1002,1
10100069,สุขฤทัย,อ1-ป6,33/235 ซอยรามอินทรา65,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10230,02-5105550-1,02-5103705,1002,1
10100070,อนุบาลปราโมชพัฒนา,อ1-อ3,323 หมู่ที่ 2 ซอยสวัสดิการนายทหาร,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10230,02-5106932,02-9457441,1002,1
10100071,ปราโมชวิทยารามอินทรา,อ1-ม6,55 หมู่ที่ 3,รามอินทรา,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5210386,02-5523569,1002,1
10100074,ปราโมชวิทยาทาน,อ1-อ3,57 หมู่ที่ 6,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5210683,02-5527197,1002,1
10100075,กองทัพบกอุปถัมภ์เพชราวุธวิทยา ในพระอุปถัมภ์ฯ,อ1-ม3,106 หมู่ที่ 3,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-9860233-5,02-5211340,1002,1
10100077,อุทัยวิทยา,อ1-ป6,283  ซอย 55(สุขสันต์6),พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5212059,,1002,1
10100079,อนุบาลพิมลทิพย์,ตอ-อ3,50/65  ตรงข้าม ซอย 61 หมู่บ้านฝนทอง,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-5212634,02-5526279,1002,1
10100080,อมาตยกุล,อ1-ม6,100/20,23  ซอย 51,พหลโยธิน,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-9728890,02-9728894,025523291,02-9728895,1002,1
10100081,อนุบาลวัดไตรรัตนาราม,อ1-ป6,3 หมู่ที่ 2  ซอย 8,รามอินทรา,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,10220,02-9719284,02-9718358,1002,1
10100082,นันทนิตย์,อ1-อ3,2/270 หมู่ที่ 9 ซอย 14,รามอินทรา,ท่าแร้ง,เขตบางเขน,กรุงเทพมหานคร,10220,02-5099797, 02-5102058,02-5099798,1002,1
10100083,นราธิปพิทยา,ตอ-ป6,542/835 ซอย 16 หมู่บ้านเสนา,ลาดพร้าว-แฮปปี้แลนด์,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-7337111-2,02-7355223,1002,1
10100084,ณัฏฐวุฒิวิทยา,ป1-ป6,1 หมู่บ้านสินธร,แฮปปี้แลนด์,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3780606,02-3745647,1002,1
10100085,อนุบาลชุติมา,ตอ-อ3,308,ศรีนครินทร์,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3746215-6,02-3746215,1002,1
10100086,อนุบาลกาญจนาพร,อ1-อ3,16/78 ซอยเลิศมิตร2,สุขาภิบาล 3,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-7044435,,1002,1
10100087,เพ็ญสมิทธ์,ตอ-ม6,202/113-114,รามคำแหง,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3762168-9,02-3762168-9 ต่อ 128,1002,1
10100088,หัวหมากวิทยานุสรณ์,ป1-ป6,27 หมู่ที่ 4  ซอยหวังชื่น,รามคำแหง สุขาภิบาล 3,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-7317838-40,02-7317838-40,1002,1
10100090,อนุบาลเด็กสากล,ตอ-อ3,52/154-6,สุขาภิบาล3,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3775023-4,02-3746683,1002,1
10100091,พระมารดานิจจานุเคราะห์,อ1-ม6,48  หมู่ที่ 5  ซอยโอฬาร2,สุขาภิบาล 1,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10230,02-7334060-9,02-7334070,1002,1
10100092,เด็กสากล,ป1-ม3,52/684,สุขาภิบาล 3,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3751432-3,02-3751763,1002,1
10100093,ถนอมบุตร,ตอ-ป6,1-ม.ค.,รามคำแหง (สุขาภิบาล3),หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3743999, 02-3749711-2,02-3770315,1002,1
10100094,อนุบาลกรสุภา,ตอ-อ3,58 ซอย 52,รามคำแหง,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3777089,,1002,1
10100095,วัฒนานนท์วิทยา,อ1-ป6,ริมทะเลสาบ เคหะชุมชนคลองจั่น,,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3778998,02-7325448,1002,1
10100096,อนุบาลหัวหมาก,อ1-อ3,27  หมู่ที่ 4,รามคำแหง (สุขาภิบาล 3),หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-7317838-40,02-378452,1002,1
10100098,อนุบาลภัทรบุตร์,อ1-อ3,69/22 ซอย 109,ลาดพร้าว,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3781683,02-3774633,1002,1
10100099,อนุบาลทับแก้ว,อ1-อ3,24 ซอยกุรงเทพกรีฑา 8,กรุงเทพกรีฑา,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3793692,02-7316189,02-7316189,1002,1
10100100,อนุบาลศรีนวล,อ1-อ3,819 หมู่ที่ 10  ซอย 101,ลาดพร้าว,คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3760477,02-3703024,02-3703024,1002,1
10100101,อนุบาลบ้านทิพย์,ตอ-อ3,39  ซอย 20,รามคำแหง,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3146794,02-7186685,1002,1
10100103,อนุบาลวิมลทิพย์,อ1-อ3,1 หมู่บ้านเสรี 1 ซอย 8,รามคำแหง 24,หัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,10250,02-3145221,02-7190296,1002,1
10100104,อนุบาลวรรณทิพย์ ชุมชนคลองจั่น,ตอ-อ3,185/163  หมู่ที่ 3,นวมินทร์(สุขาภิบาล1),คลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,10240,02-3779333,02-7331170,1002,1
10100106,สีตบุตรบำรุง,ตอ-ม6,87,จรัสเมือง,รองเมือง,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2143738,022155875,02-6119994,1001,1
10100107,ประเสริฐธรรมวิทยา,ตอ-ป6,1764 ซอยสุนทรพิมล,จารุเมือง,รองเมือง,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2141377,02-2141377,1001,1
10100108,อนุบาลสุนี,ตอ-อ3,231/2  ซอยปลูกจิตต์,พระราม 4,ลุมพินี,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2542319,,1001,1
10100111,มาแตร์เดอีวิทยาลัย,อ1-ม6,534,เพลินจิต,ลุมพินี,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2526316,22552023,1001,1
10100112,สุนีพิทยา,ป1-ป6,231/2-3 ซอยปลูกจิตต์,พระราม 4,ลุมพินี,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2542319, 02-2514929-30,02-2542319,1001,1
10100114,พระมหาไถ่ศึกษา,ป1-ม3,123/15 ซอย 5(ร่วมฤดี),วิทยุ,ลุมพินี,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2566414,02-2567627,1001,1
10100115,สตรีศรีบำรุง,ป1-ป6,18  ซอยตรอกโพธิ์,พระราม 1,รองเมือง,เขตปทุมวัน,กรุงเทพมหานคร,10330,02-2144045,02-6136611,1001,1
10100116,สตรีจุลนาค,ตอ-ม3,77,หลานหลวง,วัดโสมนัส,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,02-2818925,02-2802686,1001,1
10100117,สมานศึกษาวิทยา,ตอ-ม3,303,หลวง,วัดเทพศิรินทร์,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,02-2213040,,1001,1
10100119,บำรุงอิสลามวิทยา,ป1-ป6,18 ซอยกรุงแมน,กรุงเกษม,คลองมหานาค,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,02-6215087,02-6216348,1001,1
10100121,อนุบาลบ้านบาตร,ตอ-อ3,124  ซอยบ้านบาตร,บำรุงเมือง,บ้านบาตร,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,02-2231418,02-2237451,02-6210800,1001,1
10100122,อนุบาลสวนดรุณ,อ1-อ3,31  ซอยสามภพนฤมิต,สุขุมวิท 62,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10250,02-3915381,,1001,1
10100123,สยามสามไตร,ตอ-ป6,87 สุขุมวิท 98/1,สุขุมวิท,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3110134, 023112575,02-3110134, 023112575,1001,1
10100124,อนุบาลพัฒนศิริ,อ1-อ3,77  ซอยวชิรธรรมสาธิต 53,สุขุมวิท 101/1,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3982020,,1001,1
10100125,อนุบาลปรานี,อ1-อ3,993/32 ซอยอุดมสุข 41,สุขุมวิท,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3938697,02-7466117,1001,1
10100126,วัดวชิรธรรมสาธิต,อ1-ป6,1199  ซอยวชิรธรรมสาธิต 13,สุขุมวิท 101/1,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3939123,02-7464593,1001,1
10100128,นวลวรรณศึกษา,อ1-ป6,59/25  ซอยอุดมสุข 51,สุขุมวิท 103,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3612975-7,02-3616236,1001,1
10100129,ใจรักอนุบาล,อ1-อ3,39/1  ซอยปุณณวิถี 29,สุขุมวิท 101,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-7418661-4,02-3325930,1001,1
10100130,เลียงแสงทองอนุบาล,อ1-อ3,317/1  ซอย 66/1(พูนสิน),สุขุมวิท,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3960567,02-3933100,02-3960567,1001,1
10100135,บพิธวิทยา,อ1-ป6,3 ซอยโรงเรียนบพิธวิทยา,ทางรถไฟเก่า,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10250,02-3114447,02-7428483,1001,1
10100136,มูลนิธิวัดราษฎร์ศรัทธาธรรมสงเคราะห์,อ1-ม3,776  ซอยพึ่งมี 93,สุขุมวิท93,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10250,02-3312963,02-3312963,1001,4
10100137,สมาหารศึกษา,อ1-ป6,2012,สุขมวิท,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3110248,02-3113590,1001,1
10100139,อนุบาลวัฒนาสาธิต,อ1-อ3,65/1  ซอย 101/1,สุขุมวิท,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3961224,02-7462452,1001,1
10100142,อนุบาลปาณยา,ตอ-อ3,25  ซอยสายทิพย์,สุขุมวิท 56,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10250,02-3112447,02-3114805,1001,1
10100143,พิพัฒนา,ตอ-ป6,72 ซอยพงษ์เวชอนุสรณ์,สุขุมวิท 64,บางจาก,เขตพระโขนง,กรุงเทพมหานคร,10260,02-3110424,02-7417303,1001,1
10100144,มีนบุรีศึกษา,ตอ-ป6,110  หมู่ที่ 13,สีหบุรานุกิจ,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5171469,02-5171964,02-5405133,1002,1
10100146,อนุบาลจิตรเกษม,ตอ-อ3,94    ซอย 12,รามคำแหง 187,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5178063,02-5179364,1002,1
10100147,นาดาวิทยาทาน,ตอ-อ3,22/9  หมู่ที่ 4 ซอยบึงขวาง,สุวินทวงศ์,แสนแสบ,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5438366,02-9149032,1002,1
10100149,เทพอักษร,อ1-ป6,11/5  หมู่ที่ 11,สุขาภิบาล3,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5176713,02-9165997-8,02-5176713,1002,1
10100152,สุขเนตร,อ1-ป6,79/1  หมู่ที่ 13  ซอยสุขเนตร,สีหบุรานุกิจ,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5170758,02-5404030,1002,1
10100153,มีนประสาทวิทยา,ตอ-ม6,104  หมู่ที่ 9   ซอย รามคำแหง 207,สุขาภิบาล 3,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5176087, 02-9167957, 029163881-2,02-9167957, 02-9163881,1002,1
10100154,สุดใจวิทยา,ตอ-ม3,34/18  หมู่ที่ 16  ซอยหทัยราษฎร์,สุวินทวงศ์,มีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,10510,02-5179323,02-5179323,1002,1
10100155,พร้อม,ตอ-ป6,133/1  หมู่ที่ 7,อ่อนนุช-ลาดกระบัง,ลาดกระบัง,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3291428-9,02-3291429,1002,1
10100156,ยุพลพัฒน์วัฒนา,อ1-อ3,9/9  หมู่ที่ 4 ซอยยุพลพัฒน์,เจ้าคุณทหาร,ลำปลาทิว,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-7372979,,1002,1
10100157,อนุบาลวังทอง,อ1-อ3,106/570  ซอย 53 โซน 2,ร่วมเกล้า,คลองสองต้นนุ่น,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-9163055,,1002,1
10100158,อรรถญาสาธิต,ตอ-ป6,359 หมู่ที่ 4 ซอย 6 โซน 2,ร่มเกล้า,คลองสองต้นนุ่น,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-9153397,,1002,1
10100159,ยอดดวงใจ,ตอ-ป6,118  หมู่ที่ 1,ร่มเกล้า,คลองสามประเวศ,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3609118-9,02-3609118,1002,1
10100160,อนุบาลเคหะร่มเกล้า,อ1-อ3,1,ร่มเกล้า โซน 1,คลองสองต้นนุ่น,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-5439282,02-5439627,02-5439282,1002,1
10100162,ศึกษาพัฒนา,อ1-ป6,161  หมู่ที่ 2,อ่อนนุช,ลาดกระบัง,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-7391179,,1002,1
10100163,มาเรียลัย,อ1-ม6,53  หมู่ที่ 2,ประชาพัฒนา,ทับยาว,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3268187-8,02-3266670,1002,1
10100164,เชิดเจิมศิลป์,อ1-ป6,240  หมู่ที่ 2 ซอยหลวงพรตพิทยพยัต,ฉลองกรุง,ลาดกระบัง,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3269549,02-7391995,1002,1
10100165,สารสาสน์วิเทศร่มเกล้า,อ1-ม6,222  หมู่ที่ 5,ร่มเกล้า,คลองสามประเวศ,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3608791-2,23268515,1002,1
10100166,ประเวศพิทยาคาร,ตอ-อ3,222/1  หมู่ที่ 7  ซอยลาดกระบัง 14,อ่อนนุช-ลาดกระบัง,ลาดกระบัง,เขตลาดกระบัง,กรุงเทพมหานคร,10520,02-3290855,02-3290472,1002,1
10100167,อนุบาลมณีรัตน์,ตอ-อ3,2066/1  ซอยนราธิวาสฯ 18,นราธิวาสราชนครินทร์,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,02-6784612,02-2132017,1001,1
10100168,อนุบาลบ้านสานฝัน,อ1-อ3,29-ก.พ.,เย็นอากาศ,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,02-6710911,,1001,1
10100169,สารสาสน์เอกตรา,ตอ-ม6,336/7  ซอย 20,สาธุประดิษฐ์,บางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2130117,02-6740499,1001,1
10100170,อนุบาลมลิวัลย์,อ1-อ3,127/1,ตรอกนอกเขตนนทรี,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2840039,02-2950516,1001,1
10100171,อนุบาลบ้านทรงไทย,อ1-อ3,12 ซอยปริยานนท์,สาธุประดิษฐ์,บางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,10120,02-6820113,,1001,1
10100173,สารสาสน์พิทยา,ตอ-ม6,376,สาธุประดิษฐ์,บางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2110585,02-2130262,1001,1
10100174,ทวีวัฒนา,อ1-ม3,2106 ซอยทวีวัฒนา,จันทน์,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2860349,02-6784112,1001,1
10100175,วรมงคล,อ1-ม3,285/2  ซอยวัดโพธิ์แมน,สาธุประดิษฐ์,ช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2117686,02-2117686 ต่อ 44,1001,1
10100176,อนุบาลพระแม่แห่งยุติธรรม,อ1-อ3,1140/47 ซอย 58,สาธุประดิษฐ์,บางโพงพาง,เขตยานนาวา,กรุงเทพมหานคร,10120,02-2944366,02-6820961,1001,1
